base,visibility,dt,timezone,id,name,cod,weather_description,coord_lon,coord_lat,main_temp,main_feels_like,main_temp_min,main_temp_max,main_pressure,main_humidity,main_sea_level,main_grnd_level,wind_speed,wind_deg,wind_gust,clouds_all,sys_type,sys_id,sys_country,sys_sunrise,sys_sunset,rain_1h
stations,10000,1784133732,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,33.12,40.12,31.5,36.73,1015,72,1015,1008,6.19,258,9.95,97,2,2018150,ES,1784089835,1784143416,
stations,10000,1784134772,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,31.7,36.97,30.86,36.17,1015,62,1015,1008,1.79,224,4.02,97,2,18549,ES,1784089835,1784143416,
stations,10000,1784135645,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,31.99,37.36,30.86,35.66,1015,61,1015,1008,0.89,209,2.68,97,2,18549,ES,1784089835,1784143416,
stations,10000,1784136358,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,31.69,36.65,30.74,35.35,1015,61,1015,1008,6.19,258,9.95,97,2,18549,ES,1784089835,1784143416,
stations,10000,1784137289,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,32.56,39.56,32.0,35.1,1014,79,1014,1007,1.79,230,3.58,89,2,2018150,ES,1784089835,1784143416,
stations,10000,1784138354,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,32.55,39.55,32.21,35.06,1014,79,1014,1007,5.1,266,9.45,89,2,2018150,ES,1784089835,1784143416,
stations,10000,1784139062,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,32.21,39.21,32.21,33.41,1014,99,1014,1007,5.1,266,9.45,89,2,2018150,ES,1784089835,1784143416,
stations,10000,1784139722,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,32.18,39.18,32.05,33.41,1014,89,1014,1007,5.1,266,9.45,89,2,2018150,ES,1784089835,1784143416,
stations,10000,1784140999,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,31.5,38.5,29.92,33.95,1016,73,1016,1009,0.89,229,2.24,69,2,2018150,ES,1784089835,1784143416,
stations,10000,1784141711,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,30.96,35.27,29.62,33.44,1016,62,1016,1008,0.45,223,2.68,79,2,18549,ES,1784089835,1784143416,
stations,10000,1784142876,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,30.94,34.48,29.62,32.88,1015,59,1015,1008,0.89,221,2.24,79,2,18549,ES,1784089835,1784143416,
stations,10000,1784143607,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,30.94,34.72,29.37,32.04,1015,60,1015,1008,0.89,225,1.79,79,2,18549,ES,1784089835,1784143416,
stations,10000,1784144702,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.82,34.47,29.62,32.33,1017,60,1017,1010,11.49,239,17.6,88,2,18549,ES,1784089835,1784143416,
stations,10000,1784145003,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.73,34.05,30.18,32.33,1017,59,1017,1010,0.45,231,1.34,88,2,18549,ES,1784089835,1784143416,
stations,10000,1784146332,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,31.21,34.79,29.95,31.77,1017,58,1017,1010,0.45,28,5.36,88,2,18549,ES,1784089835,1784143416,
stations,10000,1784147384,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.79,34.4,29.27,31.97,1017,60,1017,1010,0.45,124,1.34,88,2,18549,ES,1784089835,1784143416,
stations,10000,1784148012,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.98,33.41,29.62,31.97,1014,54,1014,1007,4.23,299,5.4,92,2,18549,ES,1784089835,1784143416,
stations,10000,1784148990,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.74,36.91,29.27,31.42,1014,70,1014,1007,4.23,299,5.4,92,2,2018150,ES,1784089835,1784143416,
stations,10000,1784150010,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.05,32.73,29.07,31.21,1014,59,1014,1007,4.23,299,5.4,92,2,18549,ES,1784089835,1784143416,
stations,10000,1784150727,7200,6544100,Eixample,200,overcast clouds,2.159,41.3888,29.82,32.69,28.63,31.21,1014,61,1014,1007,0.45,330,1.34,92,2,18549,ES,1784089835,1784143416,
stations,10000,1784151902,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.06,33.15,28.63,31.42,1014,61,1014,1007,3.53,331,4.85,94,2,18549,ES,1784089835,1784143416,
stations,10000,1784152801,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.84,32.92,29.07,30.91,1014,62,1014,1007,3.53,331,4.85,94,2,18549,ES,1784176284,1784229780,
stations,10000,1784153528,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,30.02,32.87,28.63,31.21,1014,60,1014,1007,3.53,331,4.85,94,2,18549,ES,1784176284,1784229780,
stations,10000,1784154346,7200,3128760,Barcelona,200,overcast clouds,2.159,41.3888,29.74,32.34,28.08,32.02,1014,60,1014,1007,3.53,331,4.85,94,2,18549,ES,1784176284,1784229780,
stations,10000,1784155501,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,29.54,32.72,27.52,31.1,1015,64,1015,1008,1.79,339,4.47,83,2,18549,ES,1784176284,1784229780,
stations,10000,1784156072,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,29.78,33.0,27.6,31.42,1015,63,1015,1008,2.24,318,4.92,83,2,18549,ES,1784176284,1784229780,
stations,10000,1784157302,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,28.35,29.98,27.56,30.35,1015,60,1015,1008,0.89,119,3.58,83,2,18549,ES,1784176284,1784229780,
stations,10000,1784158137,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,28.96,30.38,27.52,30.35,1015,56,1015,1008,3.34,336,4.08,83,2,18549,ES,1784176284,1784229780,
stations,10000,1784158932,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,28.53,30.26,27.0,30.1,1015,60,1015,1008,0.89,324,4.02,72,2,18549,ES,1784176284,1784229780,
stations,10000,1784160002,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,28.62,30.69,27.0,30.1,1015,62,1015,1008,0.89,33,2.68,72,2,18549,ES,1784176284,1784229780,
stations,10000,1784160654,7200,6544100,Eixample,200,broken clouds,2.159,41.3888,28.42,30.22,27.0,30.35,1015,61,1015,1008,1.34,321,3.58,72,2,18549,ES,1784176284,1784229780,
stations,10000,1784161730,7200,3128760,Barcelona,200,broken clouds,2.159,41.3888,28.41,30.07,27.0,29.62,1015,60,1015,1008,1.34,340,3.58,72,2,18549,ES,1784176284,1784229780,
stations,10000,1784162702,7200,6544100,Eixample,200,clear sky,2.159,41.3888,28.58,30.34,27.39,29.19,1015,60,1015,1008,0.89,321,4.02,0,2,18549,ES,1784176284,1784229780,
stations,10000,1784163369,7200,3128760,Barcelona,200,clear sky,2.159,41.3888,28.46,30.28,27.39,29.8,1015,61,1015,1008,1.7,79,1.79,0,2,18549,ES,1784176284,1784229780,
